@RELATION 2005-clarushigh
@ATTRIBUTE actualWordPOS {NOUN, VERB, ADJ, ADV, AUX, PRON, PROPN, PUNCT, X, SCONJ, ADP, CCONJ, INTJ, NUM, DET, SYM, SPACE, PART}
@ATTRIBUTE predictedWordPOS {NOUN, VERB, ADJ, ADV, AUX, PRON, PROPN, PUNCT, X, SCONJ, ADP, CCONJ, INTJ, NUM, DET, SYM, SPACE, PART}
@ATTRIBUTE posTagsMatch {True, False}
@ATTRIBUTE numTimesPredicted numeric
@ATTRIBUTE numTimesInCorpus numeric
@ATTRIBUTE predictedTokenLength numeric
@ATTRIBUTE actualTokenLength numeric
@ATTRIBUTE ratioOfTokenLengths numeric
@ATTRIBUTE levDistance numeric
@ATTRIBUTE semanticSim numeric
@ATTRIBUTE tfidfAverageRank numeric
@ATTRIBUTE tfidfHighestRank numeric
@ATTRIBUTE predictedProba numeric
@ATTRIBUTE class {True, False}
@DATA
NOUN, NOUN, True, 5, 4, 8, 9, 0.8888888888888888, 0.3529411764705882, 0.47001883387565613, 0.015771449934351835, 0.015771449934351835, 0.2655283808708191, False
NOUN, NOUN, True, 3, 3, 9, 9, 1.0, 0.2222222222222222, 0.6280404925346375, 0.01693957728718679, 0.01693957728718679, 0.07699789106845856, True
NOUN, NOUN, True, 9, 9, 9, 9, 1.0, 0.2222222222222222, 0.1282360851764679, 0.011748513835615888, 0.011748513835615888, 0.05738982930779457, False
NOUN, NOUN, True, 8, 7, 11, 9, 1.2222222222222223, 0.5, 0.4944205582141876, 0.011896106596122837, 0.011896106596122837, 0.02913566306233406, False
NOUN, NOUN, True, 9, 9, 9, 9, 1.0, 0.2222222222222222, 0.18339374661445618, 0.007540068498142959, 0.007540068498142959, 0.026512086391448975, False
NOUN, NOUN, True, 3, 5, 8, 9, 0.8888888888888888, 0.23529411764705888, 0.46590882539749146, 0.017679822243290868, 0.017679822243290868, 0.02418455481529236, False
NOUN, NOUN, True, 5, 6, 4, 9, 0.4444444444444444, 0.3076923076923077, 0.31270644068717957, 0.014002740322119836, 0.014002740322119836, 0.023896049708127975, True
NOUN, NOUN, True, 8, 9, 11, 9, 1.2222222222222223, 0.30000000000000004, 0.1074511855840683, 0.027298740282190734, 0.027298740282190734, 0.023804182186722755, False
NOUN, NOUN, True, 1, 2, 11, 9, 1.2222222222222223, 0.19999999999999996, 0.7528274655342102, 0.023252751849474323, 0.023252751849474323, 0.02290119044482708, False
NOUN, NOUN, True, 7, 9, 12, 9, 1.3333333333333333, 0.2857142857142857, 0.13705235719680786, 0.009151003516413406, 0.009151003516413406, 0.020630311220884323, False
NOUN, NOUN, True, 3, 4, 9, 9, 1.0, 1.0, 1.0000001192092896, 0.041724613792518746, 0.041724613792518746, 0.017148403450846672, True
