@RELATION 2004-rlcs
@ATTRIBUTE actualWordPOS {NOUN, VERB, ADJ, ADV, AUX, PRON, PROPN, PUNCT, X, SCONJ, ADP, CCONJ, INTJ, NUM, DET, SYM, SPACE, PART}
@ATTRIBUTE predictedWordPOS {NOUN, VERB, ADJ, ADV, AUX, PRON, PROPN, PUNCT, X, SCONJ, ADP, CCONJ, INTJ, NUM, DET, SYM, SPACE, PART}
@ATTRIBUTE posTagsMatch {True, False}
@ATTRIBUTE numTimesPredicted numeric
@ATTRIBUTE numTimesInCorpus numeric
@ATTRIBUTE predictedTokenLength numeric
@ATTRIBUTE actualTokenLength numeric
@ATTRIBUTE ratioOfTokenLengths numeric
@ATTRIBUTE levDistance numeric
@ATTRIBUTE semanticSim numeric
@ATTRIBUTE tfidfAverageRank numeric
@ATTRIBUTE tfidfHighestRank numeric
@ATTRIBUTE predictedProba numeric
@ATTRIBUTE class {True, False}
@DATA
VERB, NOUN, False, 5, 4, 3, 3, 1.0, 0.6666666666666667, 0.9999999403953552, 0.12586431603032677, 0.12586431603032677, 0.4712505340576172, True
VERB, NOUN, False, 5, 4, 3, 3, 1.0, 0.6666666666666667, 0.9999999403953552, 0.12586431603032677, 0.12586431603032677, 0.279105007648468, True
VERB, NOUN, False, 6, 6, 8, 3, 2.6666666666666665, 0.0, 0.308615505695343, 0.05159495567735045, 0.05159495567735045, 0.0338316485285759, True
VERB, NOUN, False, 2, 1, 4, 3, 1.3333333333333333, 0.0, 0.6078168153762817, 0.05545412919121363, 0.05545412919121363, 0.016393620520830154, False
VERB, NOUN, False, 1, 5, 6, 3, 2.0, 0.2222222222222222, 0.18620264530181885, 0.013608382699302193, 0.013608382699302193, 0.015701431781053543, True
VERB, NOUN, False, 5, 7, 6, 3, 2.0, 0.0, 0.17304536700248718, 0.02685118308802456, 0.02685118308802456, 0.010216668248176575, False
VERB, NOUN, False, 1, 5, 6, 3, 2.0, 0.2222222222222222, 0.18620264530181885, 0.013608382699302193, 0.013608382699302193, 0.009510212577879429, True
VERB, NOUN, False, 6, 6, 4, 3, 1.3333333333333333, 0.2857142857142857, 0.44369828701019287, 0.010897519841952837, 0.010897519841952837, 0.0058248029090464115, False
VERB, NOUN, False, 0, 0, 5, 3, 1.6666666666666667, 0.0, 0.2579090893268585, 0.05536964597491918, 0.05536964597491918, 0.005723253823816776, True
VERB, VERB, True, 1, 5, 6, 3, 2.0, 0.2222222222222222, 0.18620264530181885, 0.013608382699302193, 0.013608382699302193, 0.004236538894474506, True
VERB, PROPN, False, 2, 3, 6, 3, 2.0, 0.2222222222222222, 0.26794958114624023, 0.02339286379768481, 0.02339286379768481, 0.0038979612290859222, False
VERB, NOUN, False, 2, 3, 4, 3, 1.3333333333333333, 0.0, 0.4033580720424652, 0.020502150409916594, 0.020502150409916594, 0.0035341312177479267, True
VERB, NOUN, False, 7, 9, 9, 3, 3.0, 0.0, 0.09494318068027496, 0.016816375803201097, 0.016816375803201097, 0.0030989949591457844, False
VERB, NOUN, False, 2, 3, 6, 3, 2.0, 0.2222222222222222, 0.26794958114624023, 0.02339286379768481, 0.02339286379768481, 0.0026989576872438192, False
