@RELATION 2005-grid3D
@ATTRIBUTE actualWordPOS {NOUN, VERB, ADJ, ADV, AUX, PRON, PROPN, PUNCT, X, SCONJ, ADP, CCONJ, INTJ, NUM, DET, SYM, SPACE, PART}
@ATTRIBUTE predictedWordPOS {NOUN, VERB, ADJ, ADV, AUX, PRON, PROPN, PUNCT, X, SCONJ, ADP, CCONJ, INTJ, NUM, DET, SYM, SPACE, PART}
@ATTRIBUTE posTagsMatch {True, False}
@ATTRIBUTE numTimesPredicted numeric
@ATTRIBUTE numTimesInCorpus numeric
@ATTRIBUTE predictedTokenLength numeric
@ATTRIBUTE actualTokenLength numeric
@ATTRIBUTE ratioOfTokenLengths numeric
@ATTRIBUTE levDistance numeric
@ATTRIBUTE semanticSim numeric
@ATTRIBUTE tfidfAverageRank numeric
@ATTRIBUTE tfidfHighestRank numeric
@ATTRIBUTE predictedProba numeric
@ATTRIBUTE class {True, False}
@DATA
NOUN, NOUN, True, 2, 2, 7, 7, 1.0, 0.2857142857142857, 0.5727990865707397, 0.05790094177784689, 0.05790094177784689, 0.27991703152656555, False
NOUN, NOUN, True, 2, 7, 4, 7, 0.5714285714285714, 0.18181818181818177, 0.519474446773529, 0.016726146272716923, 0.016726146272716923, 0.26417580246925354, False
NOUN, NOUN, True, 1, 6, 7, 7, 1.0, 1.0, 1.0, 0.028438436787503112, 0.028438436787503112, 0.23141007125377655, False
NOUN, NOUN, True, 2, 7, 5, 7, 0.7142857142857143, 0.16666666666666663, 0.5077146291732788, 0.03201176588702175, 0.03201176588702175, 0.0377013273537159, False
NOUN, NOUN, True, 4, 6, 4, 7, 0.5714285714285714, 0.18181818181818177, 0.4692879617214203, 0.031653911706969365, 0.031653911706969365, 0.02964603528380394, False
NOUN, NOUN, True, 0, 4, 4, 7, 0.5714285714285714, 0.36363636363636365, 0.5220323204994202, 0.023810796331056316, 0.023810796331056316, 0.02165853977203369, False
NOUN, NOUN, True, 7, 9, 7, 7, 1.0, 0.2857142857142857, 0.5353944301605225, 0.018119687571536213, 0.018119687571536213, 0.02057727798819542, False
NOUN, NOUN, True, 2, 8, 8, 7, 1.1428571428571428, 0.2666666666666667, 0.45356979966163635, 0.02226444307870708, 0.02226444307870708, 0.010067603550851345, True
NOUN, NOUN, True, 3, 4, 7, 7, 1.0, 0.5714285714285714, 0.4492657482624054, 0.04323653205957858, 0.04323653205957858, 0.005387499928474426, False
NOUN, NOUN, True, 8, 8, 7, 7, 1.0, 0.7142857142857143, 0.4535612463951111, 0.013227324779243068, 0.013227324779243068, 0.00503374170511961, False
