@RELATION 1998-themas
@ATTRIBUTE actualWordPOS {NOUN, VERB, ADJ, ADV, AUX, PRON, PROPN, PUNCT, X, SCONJ, ADP, CCONJ, INTJ, NUM, DET, SYM, SPACE, PART}
@ATTRIBUTE predictedWordPOS {NOUN, VERB, ADJ, ADV, AUX, PRON, PROPN, PUNCT, X, SCONJ, ADP, CCONJ, INTJ, NUM, DET, SYM, SPACE, PART}
@ATTRIBUTE posTagsMatch {True, False}
@ATTRIBUTE numTimesPredicted numeric
@ATTRIBUTE numTimesInCorpus numeric
@ATTRIBUTE predictedTokenLength numeric
@ATTRIBUTE actualTokenLength numeric
@ATTRIBUTE ratioOfTokenLengths numeric
@ATTRIBUTE levDistance numeric
@ATTRIBUTE semanticSim numeric
@ATTRIBUTE tfidfAverageRank numeric
@ATTRIBUTE tfidfHighestRank numeric
@ATTRIBUTE predictedProba numeric
@ATTRIBUTE class {True, False}
@DATA
VERB, NOUN, False, 1, 4, 6, 7, 0.8571428571428571, 0.9230769230769231, 0.908750057220459, 0.031167719607390815, 0.031167719607390815, 0.12027040868997574, False
VERB, NOUN, False, 5, 4, 8, 7, 1.1428571428571428, 0.1333333333333333, 0.5811806917190552, 0.049858920878941365, 0.049858920878941365, 0.046977538615465164, False
VERB, NOUN, False, 0, 2, 5, 7, 0.7142857142857143, 0.16666666666666663, -0.009826887398958206, 0.047816654226117174, 0.047816654226117174, 0.037324074655771255, True
VERB, NOUN, False, 1, 2, 11, 7, 1.5714285714285714, 0.33333333333333337, 0.736404299736023, 0.038900431250643124, 0.038900431250643124, 0.03554921969771385, False
VERB, NOUN, False, 0, 0, 6, 7, 0.8571428571428571, 0.15384615384615385, 0.4429793357849121, 0.10445470171025455, 0.10445470171025455, 0.015646573156118393, True
VERB, NOUN, False, 4, 7, 6, 7, 0.8571428571428571, 0.3076923076923077, 0.4289710223674774, 0.01881186016987355, 0.01881186016987355, 0.014577729627490044, True
VERB, NOUN, False, 3, 3, 7, 7, 1.0, 0.2857142857142857, 0.3876700699329376, 0.04543088903822598, 0.04543088903822598, 0.013169516809284687, False
VERB, NOUN, False, 4, 8, 5, 7, 0.7142857142857143, 0.16666666666666663, 0.42398712038993835, 0.020751620381963563, 0.020751620381963563, 0.012200715020298958, False
VERB, NOUN, False, 9, 9, 6, 7, 0.8571428571428571, 0.3076923076923077, 0.6995413899421692, 0.01693767087631881, 0.01693767087631881, 0.012117861770093441, False
VERB, NOUN, False, 7, 9, 10, 7, 1.4285714285714286, 0.23529411764705888, 0.46196824312210083, 0.007903329760783086, 0.007903329760783086, 0.012032059952616692, False
VERB, NOUN, False, 7, 9, 9, 7, 1.2857142857142858, 0.25, 0.3560795187950134, 0.08835355020892002, 0.08835355020892002, 0.011661938391625881, False
VERB, NOUN, False, 7, 8, 10, 7, 1.4285714285714286, 0.23529411764705888, 0.5919331908226013, 0.01545198840024719, 0.01545198840024719, 0.011473890393972397, False
VERB, NOUN, False, 8, 6, 5, 7, 0.7142857142857143, 0.16666666666666663, 0.3378467857837677, 0.06356822882367111, 0.06356822882367111, 0.011415542103350163, False
VERB, NOUN, False, 7, 9, 10, 7, 1.4285714285714286, 0.23529411764705888, 0.6241006851196289, 0.03610037037776023, 0.03610037037776023, 0.010882382281124592, False
VERB, NOUN, False, 5, 7, 9, 7, 1.2857142857142858, 0.25, 0.4894840717315674, 0.03273799649676483, 0.03273799649676483, 0.01030459813773632, False
VERB, VERB, True, 6, 7, 7, 7, 1.0, 1.0, 1.0, 0.018578132711702538, 0.018578132711702538, 0.9947393536567688, False
VERB, VERB, True, 3, 5, 7, 7, 1.0, 0.5714285714285714, 0.6270274519920349, 0.014462312233805237, 0.014462312233805237, 0.0006122951745055616, True
VERB, VERB, True, 6, 7, 7, 7, 1.0, 1.0, 1.0, 0.018578132711702538, 0.018578132711702538, 0.0004982146783731878, False
VERB, VERB, True, 1, 1, 7, 7, 1.0, 0.1428571428571429, 0.6585601568222046, 0.030735289033175836, 0.030735289033175836, 0.00020592025248333812, False
VERB, VERB, True, 9, 9, 6, 7, 0.8571428571428571, 0.15384615384615385, 0.1727011799812317, 0.006324816876089415, 0.006324816876089415, 0.00017844517424236983, False
VERB, VERB, True, 1, 2, 7, 7, 1.0, 0.2857142857142857, 0.5998674631118774, 0.02893973403048618, 0.02893973403048618, 0.0001607286831131205, True
VERB, VERB, True, 6, 7, 7, 7, 1.0, 1.0, 1.0, 0.018578132711702538, 0.018578132711702538, 0.00014863369869999588, False
VERB, VERB, True, 9, 9, 5, 7, 0.7142857142857143, 0.16666666666666663, 0.30997952818870544, 0.009991644326242414, 0.009991644326242414, 0.00010265456512570381, False
VERB, VERB, True, 8, 8, 7, 7, 1.0, 0.4285714285714286, 0.45691245794296265, 0.012070187503725438, 0.012070187503725438, 9.915993723552674e-05, False
VERB, VERB, True, 2, 2, 4, 7, 0.5714285714285714, 0.0, 0.46906358003616333, 0.025362015476381436, 0.025362015476381436, 7.731109508313239e-05, True
VERB, VERB, True, 8, 9, 4, 7, 0.5714285714285714, 0.18181818181818177, 0.1864851862192154, 0.010881256288603699, 0.010881256288603699, 7.282277510967106e-05, False
VERB, VERB, True, 9, 9, 5, 7, 0.7142857142857143, 0.16666666666666663, 0.2825448513031006, 0.02823135411442202, 0.02823135411442202, 6.163655052660033e-05, False
VERB, VERB, True, 6, 8, 7, 7, 1.0, 0.1428571428571429, 0.3322717547416687, 0.014467536503636356, 0.014467536503636356, 5.085115117253736e-05, False
NOUN, NOUN, True, 4, 8, 7, 10, 0.7, 0.47058823529411764, 0.5477679371833801, 0.02227821611576329, 0.02227821611576329, 0.26172399520874023, False
NOUN, NOUN, True, 3, 3, 7, 10, 0.7, 0.3529411764705882, 0.4148714542388916, 0.04543088903822598, 0.04543088903822598, 0.11433951556682587, False
NOUN, NOUN, True, 4, 4, 4, 10, 0.4, 0.2857142857142857, 0.4630325138568878, 0.09169904982889651, 0.09169904982889651, 0.09470521658658981, False
NOUN, NOUN, True, 3, 4, 4, 10, 0.4, 0.2857142857142857, 0.43584853410720825, 0.01668215580242318, 0.01668215580242318, 0.08940397948026657, False
NOUN, NOUN, True, 1, 6, 7, 10, 0.7, 0.11764705882352944, 0.34595417976379395, 0.01982255080361869, 0.01982255080361869, 0.04582738131284714, False
NOUN, NOUN, True, 1, 4, 6, 10, 0.6, 0.125, 0.7424366474151611, 0.031167719607390815, 0.031167719607390815, 0.0309876948595047, False
NOUN, NOUN, True, 1, 5, 9, 10, 0.9, 0.10526315789473684, 0.47351837158203125, 0.02759207286211313, 0.02759207286211313, 0.02541099674999714, False
NOUN, NOUN, True, 5, 8, 4, 10, 0.4, 0.1428571428571429, 0.37806978821754456, 0.018415541059793667, 0.018415541059793667, 0.023951508104801178, False
NOUN, NOUN, True, 3, 4, 8, 10, 0.8, 0.11111111111111116, 0.4801732003688812, 0.05317669852613493, 0.05317669852613493, 0.01672261767089367, False
NOUN, NOUN, True, 7, 8, 5, 10, 0.5, 0.1333333333333333, 0.5328466296195984, 0.010437432837027734, 0.010437432837027734, 0.014376121573150158, False
NOUN, NOUN, True, 7, 9, 11, 10, 1.1, 0.2857142857142857, 0.5372003316879272, 0.0227591287183695, 0.0227591287183695, 0.011185141280293465, False
NOUN, NOUN, True, 5, 6, 9, 10, 0.9, 0.5263157894736843, 0.4785599708557129, 0.024634411842259233, 0.024634411842259233, 0.010828755795955658, False
NOUN, NOUN, True, 9, 10, 5, 10, 0.5, 0.2666666666666667, 0.33591142296791077, 0, 0, 0.010749447159469128, False
