@RELATION 2005-microcare
@ATTRIBUTE actualWordPOS {NOUN, VERB, ADJ, ADV, AUX, PRON, PROPN, PUNCT, X, SCONJ, ADP, CCONJ, INTJ, NUM, DET, SYM, SPACE, PART}
@ATTRIBUTE predictedWordPOS {NOUN, VERB, ADJ, ADV, AUX, PRON, PROPN, PUNCT, X, SCONJ, ADP, CCONJ, INTJ, NUM, DET, SYM, SPACE, PART}
@ATTRIBUTE posTagsMatch {True, False}
@ATTRIBUTE numTimesPredicted numeric
@ATTRIBUTE numTimesInCorpus numeric
@ATTRIBUTE predictedTokenLength numeric
@ATTRIBUTE actualTokenLength numeric
@ATTRIBUTE ratioOfTokenLengths numeric
@ATTRIBUTE levDistance numeric
@ATTRIBUTE semanticSim numeric
@ATTRIBUTE tfidfAverageRank numeric
@ATTRIBUTE tfidfHighestRank numeric
@ATTRIBUTE predictedProba numeric
@ATTRIBUTE class {True, False}
@DATA
NOUN, X, False, 0, 10, 1, 4, 0.25, 0.0, 0.4105944335460663, 0, 0, 0.02828618697822094, False
NOUN, PROPN, False, 5, 2, 4, 4, 1.0, 0.25, 0.5711313486099243, 0.03858931825898606, 0.03858931825898606, 0.025720426812767982, False
NOUN, X, False, 0, 10, 1, 4, 0.25, 0.0, 0.4105944335460663, 0, 0, 0.014519408345222473, False
NOUN, PROPN, False, 8, 8, 6, 4, 1.5, 0.19999999999999996, 0.4197736382484436, 0.014448493665155502, 0.014448493665155502, 0.013335822150111198, False
NOUN, X, False, 0, 10, 1, 4, 0.25, 0.0, 0.4105944335460663, 0, 0, 0.010321752168238163, False
NOUN, X, False, 0, 10, 1, 4, 0.25, 0.0, 0.4105944335460663, 0, 0, 0.010226397775113583, False
NOUN, X, False, 0, 10, 1, 4, 0.25, 0.0, 0.4105944335460663, 0, 0, 0.009189724922180176, False
NOUN, X, False, 0, 10, 1, 4, 0.25, 0.0, 0.4105944335460663, 0, 0, 0.008336002007126808, False
NOUN, PROPN, False, 2, 4, 10, 4, 2.5, 0.2857142857142857, 0.5470158457756042, 0.023808094789755836, 0.023808094789755836, 0.0074059925973415375, False
NOUN, X, False, 0, 10, 1, 4, 0.25, 0.0, 0.4105944335460663, 0, 0, 0.006773619446903467, False
