@RELATION 1999-dii
@ATTRIBUTE actualWordPOS {NOUN, VERB, ADJ, ADV, AUX, PRON, PROPN, PUNCT, X, SCONJ, ADP, CCONJ, INTJ, NUM, DET, SYM, SPACE, PART}
@ATTRIBUTE predictedWordPOS {NOUN, VERB, ADJ, ADV, AUX, PRON, PROPN, PUNCT, X, SCONJ, ADP, CCONJ, INTJ, NUM, DET, SYM, SPACE, PART}
@ATTRIBUTE posTagsMatch {True, False}
@ATTRIBUTE numTimesPredicted numeric
@ATTRIBUTE numTimesInCorpus numeric
@ATTRIBUTE predictedTokenLength numeric
@ATTRIBUTE actualTokenLength numeric
@ATTRIBUTE ratioOfTokenLengths numeric
@ATTRIBUTE levDistance numeric
@ATTRIBUTE semanticSim numeric
@ATTRIBUTE tfidfAverageRank numeric
@ATTRIBUTE tfidfHighestRank numeric
@ATTRIBUTE predictedProba numeric
@ATTRIBUTE class {True, False}
@DATA
VERB, PROPN, False, 0, 1, 11, 4, 2.75, 0.0, 0.0, 0.04689000094556697, 0.04689000094556697, 0.06131798028945923, False
VERB, PROPN, False, 1, 1, 8, 4, 2.0, 0.0, 0.0, 0.06354997505703887, 0.06354997505703887, 0.046671174466609955, False
VERB, PROPN, False, 2, 3, 6, 4, 1.5, 0.0, 0.0, 0.022628890787337153, 0.022628890787337153, 0.04549812898039818, False
VERB, PROPN, False, 3, 2, 8, 4, 2.0, 0.0, 0.0, 0.03649862620985344, 0.03649862620985344, 0.03491554781794548, False
VERB, VERB, True, 7, 6, 4, 4, 1.0, 0.0, 0.0, 0.016455885657827015, 0.016455885657827015, 0.019802136346697807, True
VERB, DET, False, 4, 0, 3, 4, 0.75, 0.0, 0.0, 0.05584349758296087, 0.05584349758296087, 0.017929978668689728, False
VERB, PROPN, False, 1, 2, 7, 4, 1.75, 0.0, 0.0, 0.02447083917206297, 0.02447083917206297, 0.015931831672787666, False
VERB, PROPN, False, 10, 10, 9, 4, 2.25, 0.0, 0.0, 0, 0, 0.01476460974663496, False
VERB, PROPN, False, 3, 3, 11, 4, 2.75, 0.0, 0.0, 0.02843716576534829, 0.02843716576534829, 0.013643478974699974, False
VERB, PROPN, False, 5, 7, 9, 4, 2.25, 0.0, 0.0, 0.01820304205122275, 0.01820304205122275, 0.009701459668576717, False
VERB, PROPN, False, 7, 8, 12, 4, 3.0, 0.0, 0.0, 0.016588587433585975, 0.016588587433585975, 0.00968682486563921, False
VERB, PROPN, False, 0, 0, 5, 4, 1.25, 0.0, 0.0, 0.06579386671866815, 0.06579386671866815, 0.00942990928888321, False
VERB, PROPN, False, 3, 5, 7, 4, 1.75, 0.0, 0.0, 0.02318161515122742, 0.02318161515122742, 0.009325350634753704, False
VERB, PROPN, False, 8, 8, 6, 4, 1.5, 0.0, 0.0, 0.025563530784003814, 0.025563530784003814, 0.009162227623164654, False
VERB, PROPN, False, 6, 5, 12, 4, 3.0, 0.0, 0.0, 0.013955066416482708, 0.013955066416482708, 0.008695254102349281, False
NOUN, NOUN, True, 8, 9, 8, 12, 0.6666666666666666, 0.30000000000000004, 0.48839569091796875, 0.03737268778892512, 0.03737268778892512, 0.3866859972476959, False
NOUN, NOUN, True, 7, 7, 12, 12, 1.0, 1.0, 1.0, 0.011093013878038193, 0.011093013878038193, 0.17205263674259186, True
NOUN, NOUN, True, 6, 9, 7, 12, 0.5833333333333334, 0.21052631578947367, 0.5412975549697876, 0.02460883186885756, 0.02460883186885756, 0.07939500361680984, False
NOUN, NOUN, True, 8, 9, 4, 12, 0.3333333333333333, 0.125, 0.5718986988067627, 0.010937094214394724, 0.010937094214394724, 0.03943869471549988, False
NOUN, NOUN, True, 9, 9, 9, 12, 0.75, 0.38095238095238093, 0.6717675924301147, 0.03417057400683793, 0.03417057400683793, 0.032328225672245026, False
NOUN, NOUN, True, 1, 2, 10, 12, 0.8333333333333334, 0.09090909090909094, 0.5945309400558472, 0.054972880659697854, 0.054972880659697854, 0.02340012602508068, True
NOUN, NOUN, True, 7, 9, 12, 12, 1.0, 0.5, 0.38582977652549744, 0.012511081777029481, 0.012511081777029481, 0.0217511598020792, False
NOUN, NOUN, True, 3, 3, 11, 12, 0.9166666666666666, 0.26086956521739135, 0.614815890789032, 0.02843716576534829, 0.02843716576534829, 0.020028650760650635, False
NOUN, NOUN, True, 4, 6, 8, 12, 0.6666666666666666, 0.30000000000000004, 0.5906674265861511, 0.023305561795911586, 0.023305561795911586, 0.014556195586919785, False
NOUN, NOUN, True, 8, 9, 12, 12, 1.0, 0.5, 0.643953800201416, 0.018491680131691144, 0.018491680131691144, 0.010099709033966064, False
NOUN, VERB, False, 6, 8, 7, 12, 0.5833333333333334, 0.3157894736842105, 0.43519583344459534, 0.012506898905992062, 0.012506898905992062, 0.009169425815343857, False
NOUN, NOUN, True, 8, 8, 14, 12, 1.1666666666666667, 0.6923076923076923, 0.37655380368232727, 0.014951318393478427, 0.014951318393478427, 0.007801064755767584, False
NOUN, NOUN, True, 9, 9, 8, 12, 0.6666666666666666, 0.4, 0.5298363566398621, 0.03788179998930535, 0.03788179998930535, 0.007385618053376675, False
NOUN, NOUN, True, 8, 9, 4, 12, 0.3333333333333333, 0.125, 0.5718986988067627, 0.010937094214394724, 0.010937094214394724, 0.006065934430807829, False
NOUN, NOUN, True, 6, 5, 7, 12, 0.5833333333333334, 0.10526315789473684, 0.4699406325817108, 0.020901241380180565, 0.020901241380180565, 0.005673285108059645, False
NOUN, NOUN, True, 2, 3, 4, 7, 0.5714285714285714, 0.36363636363636365, 0.5364242792129517, 0.031049495979950825, 0.031049495979950825, 0.09896916896104813, False
NOUN, NOUN, True, 1, 1, 4, 7, 0.5714285714285714, 0.0, 0.4689846634864807, 0.06250081236505096, 0.06250081236505096, 0.04347151890397072, False
NOUN, NOUN, True, 7, 7, 7, 7, 1.0, 0.2857142857142857, 0.6378123760223389, 0.02627318942668223, 0.02627318942668223, 0.027115093544125557, True
NOUN, X, False, 0, 10, 1, 7, 0.14285714285714285, 0.0, 0.2714638411998749, 0, 0, 0.026405058801174164, False
NOUN, NOUN, True, 0, 0, 6, 7, 0.8571428571428571, 0.15384615384615385, 0.6601715683937073, 0.0509156862170029, 0.0509156862170029, 0.025792203843593597, True
NOUN, NOUN, True, 1, 1, 8, 7, 1.1428571428571428, 0.2666666666666667, 0.752083957195282, 0.06354997505703887, 0.06354997505703887, 0.024896403774619102, True
NOUN, NOUN, True, 1, 2, 7, 7, 1.0, 0.4285714285714286, 0.6187466382980347, 0.02447083917206297, 0.02447083917206297, 0.024536967277526855, False
NOUN, NOUN, True, 6, 5, 12, 7, 1.7142857142857142, 0.3157894736842105, 0.43199169635772705, 0.013955066416482708, 0.013955066416482708, 0.024174347519874573, True
NOUN, NOUN, True, 1, 1, 4, 7, 0.5714285714285714, 0.0, 0.4689846634864807, 0.06250081236505096, 0.06250081236505096, 0.020549889653921127, False
NOUN, NOUN, True, 5, 6, 8, 7, 1.1428571428571428, 0.2666666666666667, 0.5066052079200745, 0.016476982771001396, 0.016476982771001396, 0.020056305453181267, True
NOUN, NOUN, True, 10, 10, 3, 7, 0.42857142857142855, 0.0, 0.45122459530830383, 0, 0, 0.018909107893705368, False
NOUN, X, False, 0, 10, 1, 7, 0.14285714285714285, 0.0, 0.2714638411998749, 0, 0, 0.018656399101018906, False
NOUN, NOUN, True, 3, 6, 7, 7, 1.0, 0.1428571428571429, 0.40269142389297485, 0.0131726659075201, 0.0131726659075201, 0.01817803457379341, False
NOUN, NOUN, True, 0, 0, 8, 7, 1.1428571428571428, 0.2666666666666667, 0.5967729091644287, 0.0820252069802481, 0.0820252069802481, 0.017137128859758377, True
NOUN, NOUN, True, 8, 9, 5, 7, 0.7142857142857143, 0.33333333333333337, 0.29244357347488403, 0.016956108210084173, 0.016956108210084173, 0.015052036382257938, False
NOUN, NOUN, True, 0, 1, 11, 6, 1.8333333333333333, 0.11764705882352944, 0.7586956024169922, 0.04689000094556697, 0.04689000094556697, 0.2185758650302887, True
NOUN, NOUN, True, 3, 2, 3, 6, 0.5, 0.2222222222222222, 0.5991004109382629, 0.06967753734134599, 0.06967753734134599, 0.030201071873307228, False
NOUN, VERB, False, 8, 4, 3, 6, 0.5, 0.2222222222222222, 0.5920810103416443, 0.016330565499831813, 0.016330565499831813, 0.018669938668608665, True
NOUN, NOUN, True, 7, 8, 4, 6, 0.6666666666666666, 0.19999999999999996, 0.45968589186668396, 0.049348785674515006, 0.049348785674515006, 0.013898688368499279, False
NOUN, NOUN, True, 8, 8, 3, 6, 0.5, 0.0, 0.36663317680358887, 0.07169288629071653, 0.07169288629071653, 0.011382519267499447, False
NOUN, NOUN, True, 0, 1, 7, 6, 1.1666666666666667, 0.3076923076923077, 0.7223286032676697, 0.035907498356042365, 0.035907498356042365, 0.008066159673035145, True
NOUN, ADJ, False, 4, 2, 3, 6, 0.5, 0.2222222222222222, 0.7192490100860596, 0.016991099954678315, 0.016991099954678315, 0.007199673913419247, False
NOUN, ADJ, False, 9, 7, 10, 6, 1.6666666666666667, 0.125, 0.6772016286849976, 0.016828146502191305, 0.016828146502191305, 0.0065422747284173965, False
NOUN, NOUN, True, 6, 5, 10, 6, 1.6666666666666667, 0.25, 0.671471893787384, 0.03562553873904066, 0.03562553873904066, 0.00601024879142642, False
NOUN, NOUN, True, 3, 3, 7, 6, 1.1666666666666667, 0.15384615384615385, 0.6601715683937073, 0.036509865410003006, 0.036509865410003006, 0.005667501594871283, True
NOUN, PUNCT, False, 4, 3, 1, 10, 0.1, 0.0, 0.31523504853248596, 0, 0, 3.001090362886316e-07, False
VERB, VERB, True, 1, 2, 6, 6, 1.0, 0.33333333333333337, 0.6786607503890991, 0.023531454474285382, 0.023531454474285382, 0.12623421847820282, False
VERB, VERB, True, 0, 0, 3, 6, 0.5, 0.2222222222222222, 0.788649320602417, 0.05040051651557419, 0.05040051651557419, 0.03984876722097397, True
VERB, VERB, True, 0, 0, 3, 6, 0.5, 0.2222222222222222, 0.788649320602417, 0.05040051651557419, 0.05040051651557419, 0.03152068704366684, True
VERB, VERB, True, 1, 2, 6, 6, 1.0, 0.33333333333333337, 0.6786607503890991, 0.023531454474285382, 0.023531454474285382, 0.02719254232943058, False
VERB, VERB, True, 4, 4, 8, 6, 1.3333333333333333, 0.1428571428571429, 0.7195733785629272, 0.010462690162142334, 0.010462690162142334, 0.0239509679377079, False
VERB, VERB, True, 1, 2, 6, 6, 1.0, 0.33333333333333337, 0.6786607503890991, 0.023531454474285382, 0.023531454474285382, 0.022677011787891388, False
VERB, VERB, True, 1, 1, 7, 6, 1.1666666666666667, 0.3076923076923077, 0.8024167418479919, 0.019111901427010566, 0.019111901427010566, 0.0223251823335886, True
VERB, VERB, True, 2, 2, 6, 6, 1.0, 0.8333333333333334, 0.9999999403953552, 0.015565028022169877, 0.015565028022169877, 0.017221597954630852, False
VERB, VERB, True, 3, 3, 4, 6, 0.6666666666666666, 0.19999999999999996, 0.7314643263816833, 0.012918704592006365, 0.012918704592006365, 0.017068536952137947, True
VERB, VERB, True, 4, 6, 9, 6, 1.5, 0.2666666666666667, 0.743703305721283, 0.01801289854616765, 0.01801289854616765, 0.0166921429336071, False
VERB, VERB, True, 1, 1, 7, 6, 1.1666666666666667, 0.3076923076923077, 0.8024167418479919, 0.019111901427010566, 0.019111901427010566, 0.015231683850288391, True
VERB, VERB, True, 1, 1, 7, 6, 1.1666666666666667, 0.3076923076923077, 0.8024167418479919, 0.019111901427010566, 0.019111901427010566, 0.014578498899936676, True
VERB, VERB, True, 2, 2, 6, 6, 1.0, 0.8333333333333334, 0.9999999403953552, 0.015565028022169877, 0.015565028022169877, 0.014391914010047913, False
VERB, VERB, True, 2, 1, 4, 6, 0.6666666666666666, 0.6, 0.6689323782920837, 0.04151024914767353, 0.04151024914767353, 0.08261070400476456, False
VERB, ADJ, False, 6, 6, 8, 6, 1.3333333333333333, 0.2857142857142857, 0.25508779287338257, 0.018814367214928657, 0.018814367214928657, 0.0784342959523201, False
VERB, ADJ, False, 7, 6, 7, 6, 1.1666666666666667, 0.15384615384615385, 0.4226852059364319, 0.015393065327789196, 0.015393065327789196, 0.05430871620774269, False
VERB, NOUN, False, 0, 0, 5, 6, 0.8333333333333334, 0.36363636363636365, -0.16288311779499054, 0.06579386671866815, 0.06579386671866815, 0.05429571494460106, True
VERB, ADJ, False, 8, 8, 6, 6, 1.0, 0.16666666666666663, 0.6813531517982483, 0.016207379811749297, 0.016207379811749297, 0.03388148173689842, False
VERB, ADJ, False, 9, 6, 10, 6, 1.6666666666666667, 0.25, 0.23849895596504211, 0.039292083670660845, 0.039292083670660845, 0.01924942061305046, False
VERB, ADJ, False, 7, 7, 6, 6, 1.0, 0.33333333333333337, 0.49967214465141296, 0.015774178070283282, 0.015774178070283282, 0.017076987773180008, False
VERB, ADJ, False, 3, 3, 8, 6, 1.3333333333333333, 0.1428571428571429, 0.6897498965263367, 0.013627973235380612, 0.013627973235380612, 0.016975034028291702, False
VERB, ADJ, False, 7, 8, 7, 6, 1.1666666666666667, 0.3076923076923077, 0.4428751766681671, 0.028821433416531313, 0.028821433416531313, 0.01681043952703476, False
VERB, ADJ, False, 6, 3, 6, 6, 1.0, 0.33333333333333337, 0.5945765376091003, 0.013692269786698488, 0.013692269786698488, 0.01495089940726757, False
VERB, NOUN, False, 3, 3, 9, 6, 1.5, 0.1333333333333333, 0.6243683695793152, 0.010502059292827725, 0.010502059292827725, 0.014165220782160759, True
VERB, NOUN, False, 6, 2, 9, 6, 1.5, 0.1333333333333333, 0.4199962913990021, 0.05331778873490287, 0.05331778873490287, 0.013470684178173542, False
VERB, NOUN, False, 2, 3, 6, 6, 1.0, 0.33333333333333337, 0.4482945501804352, 0.022628890787337153, 0.022628890787337153, 0.01306041982024908, True
VERB, ADJ, False, 1, 2, 8, 6, 1.3333333333333333, 0.2857142857142857, 0.4196566641330719, 0.023135146503130893, 0.023135146503130893, 0.008816943503916264, False
