@RELATION 2001-esa
@ATTRIBUTE actualWordPOS {NOUN, VERB, ADJ, ADV, AUX, PRON, PROPN, PUNCT, X, SCONJ, ADP, CCONJ, INTJ, NUM, DET, SYM, SPACE, PART}
@ATTRIBUTE predictedWordPOS {NOUN, VERB, ADJ, ADV, AUX, PRON, PROPN, PUNCT, X, SCONJ, ADP, CCONJ, INTJ, NUM, DET, SYM, SPACE, PART}
@ATTRIBUTE posTagsMatch {True, False}
@ATTRIBUTE numTimesPredicted numeric
@ATTRIBUTE numTimesInCorpus numeric
@ATTRIBUTE predictedTokenLength numeric
@ATTRIBUTE actualTokenLength numeric
@ATTRIBUTE ratioOfTokenLengths numeric
@ATTRIBUTE levDistance numeric
@ATTRIBUTE semanticSim numeric
@ATTRIBUTE tfidfAverageRank numeric
@ATTRIBUTE tfidfHighestRank numeric
@ATTRIBUTE predictedProba numeric
@ATTRIBUTE class {True, False}
@DATA
NOUN, X, False, 0, 10, 1, 6, 0.16666666666666666, 0.0, 0.20385712385177612, 0, 0, 0.17990770936012268, False
NOUN, X, False, 0, 10, 1, 6, 0.16666666666666666, 0.0, 0.20385712385177612, 0, 0, 0.07337924093008041, False
NOUN, X, False, 0, 10, 1, 6, 0.16666666666666666, 0.0, 0.20385712385177612, 0, 0, 0.056006141006946564, False
NOUN, X, False, 0, 10, 1, 6, 0.16666666666666666, 0.0, 0.20385712385177612, 0, 0, 0.054675325751304626, False
NOUN, X, False, 0, 10, 1, 6, 0.16666666666666666, 0.0, 0.20385712385177612, 0, 0, 0.04781540483236313, False
NOUN, X, False, 0, 10, 1, 6, 0.16666666666666666, 0.0, 0.20385712385177612, 0, 0, 0.04483303800225258, False
NOUN, X, False, 0, 10, 1, 6, 0.16666666666666666, 0.0, 0.20385712385177612, 0, 0, 0.034557733684778214, False
NOUN, X, False, 0, 10, 1, 6, 0.16666666666666666, 0.0, 0.20385712385177612, 0, 0, 0.024326158687472343, False
NOUN, X, False, 0, 10, 1, 6, 0.16666666666666666, 0.0, 0.20385712385177612, 0, 0, 0.02327076531946659, False
NOUN, X, False, 0, 10, 1, 6, 0.16666666666666666, 0.0, 0.20385712385177612, 0, 0, 0.019549956545233727, False
NOUN, X, False, 0, 10, 1, 6, 0.16666666666666666, 0.0, 0.20385712385177612, 0, 0, 0.015514782629907131, False
NOUN, X, False, 0, 10, 1, 6, 0.16666666666666666, 0.0, 0.20385712385177612, 0, 0, 0.01497851125895977, False
NOUN, X, False, 0, 10, 1, 6, 0.16666666666666666, 0.0, 0.20385712385177612, 0, 0, 0.012547759339213371, False
NOUN, X, False, 0, 10, 1, 6, 0.16666666666666666, 0.0, 0.20385712385177612, 0, 0, 0.01170430053025484, False
NOUN, X, False, 0, 10, 1, 6, 0.16666666666666666, 0.0, 0.20385712385177612, 0, 0, 0.01113839540630579, False
NOUN, NOUN, True, 1, 4, 7, 4, 1.75, 0.18181818181818177, 0.5126075744628906, 0.017349089674781073, 0.017349089674781073, 0.26474761962890625, False
NOUN, NOUN, True, 6, 9, 7, 4, 1.75, 0.18181818181818177, 0.3130137324333191, 0.0051350216245962, 0.0051350216245962, 0.1597905158996582, False
NOUN, NOUN, True, 6, 9, 7, 4, 1.75, 0.18181818181818177, 0.3895474672317505, 0.005572265692686313, 0.005572265692686313, 0.14789865911006927, False
NOUN, NOUN, True, 1, 3, 7, 4, 1.75, 0.18181818181818177, 0.5873394012451172, 0.019542336794423507, 0.019542336794423507, 0.06252529472112656, True
NOUN, NOUN, True, 7, 9, 6, 4, 1.5, 0.4, 0.3746994733810425, 0.005543078785196, 0.005543078785196, 0.026890665292739868, False
NOUN, NOUN, True, 5, 9, 9, 4, 2.25, 0.3076923076923077, 0.4087222218513489, 0.044590129657938904, 0.044590129657938904, 0.02206883579492569, False
NOUN, NOUN, True, 7, 9, 14, 4, 3.5, 0.33333333333333337, 0.4962749183177948, 0.010211473981820008, 0.010211473981820008, 0.01992757059633732, False
NOUN, NOUN, True, 6, 3, 10, 4, 2.5, 0.1428571428571429, 0.5280726552009583, 0.06907813217369048, 0.06907813217369048, 0.016800567507743835, False
NOUN, VERB, False, 4, 5, 7, 4, 1.75, 0.36363636363636365, 0.49702614545822144, 0.013065426913161734, 0.013065426913161734, 0.015263865701854229, False
NOUN, NOUN, True, 1, 3, 10, 4, 2.5, 0.2857142857142857, 0.5807834267616272, 0.0395214228796252, 0.0395214228796252, 0.011255674995481968, True
NOUN, NOUN, True, 6, 9, 7, 4, 1.75, 0.18181818181818177, 0.405994176864624, 0.012782815310350313, 0.012782815310350313, 0.009845435619354248, False
NOUN, NOUN, True, 8, 9, 4, 4, 1.0, 0.25, 0.4092070162296295, 0.005543078785196, 0.005543078785196, 0.009005801752209663, False
NOUN, NOUN, True, 0, 1, 11, 4, 2.75, 0.2666666666666667, 0.8329989314079285, 0.06293951836037641, 0.06293951836037641, 0.008923744782805443, False
NOUN, NOUN, True, 1, 6, 9, 4, 2.25, 0.3076923076923077, 0.40082666277885437, 0.01994996089525201, 0.01994996089525201, 0.0066041662357747555, True
NOUN, X, False, 0, 10, 1, 4, 0.25, 0.0, 0.30750903487205505, 0, 0, 0.006564349867403507, False
NOUN, NOUN, True, 2, 5, 10, 6, 1.6666666666666667, 0.125, 0.3727250099182129, 0.02157589322441721, 0.02157589322441721, 0.08151330053806305, False
NOUN, NOUN, True, 4, 9, 5, 6, 0.8333333333333334, 0.18181818181818177, 0.6257181167602539, 0.012409649841756788, 0.012409649841756788, 0.042620785534381866, False
NOUN, NOUN, True, 3, 9, 11, 6, 1.8333333333333333, 0.23529411764705888, 0.5228883028030396, 0.012057411118863421, 0.012057411118863421, 0.03127053752541542, False
NOUN, NOUN, True, 2, 5, 10, 6, 1.6666666666666667, 0.25, 0.6341237425804138, 0.033289579802890115, 0.033289579802890115, 0.024066464975476265, False
NOUN, NOUN, True, 3, 1, 7, 6, 1.1666666666666667, 0.15384615384615385, 0.6498408913612366, 0.055410706879287924, 0.055410706879287924, 0.01908351108431816, False
NOUN, NOUN, True, 0, 0, 6, 6, 1.0, 1.0, 1.0, 0.07214132720648343, 0.07214132720648343, 0.016154764220118523, True
NOUN, NOUN, True, 3, 2, 4, 6, 0.6666666666666666, 0.4, 0.5360815525054932, 0.019852844330752677, 0.019852844330752677, 0.013978381641209126, False
